name,description,address,access,business_hours,holiday,phone_number,homepage,area
法雲院,臨済宗永源寺派の寺院で、山号は龍臥山。寛文元年（1661）、烏丸資慶が祖父・光廣の法号にちなみ、近江・永源寺の仏頂国師を招いて開いた。烏丸家や彦根の井伊家など、公家・武家の菩提寺として知られる。この地は古く広隆寺の境内であったとも伝わる。太秦の静かな地に法灯を伝えている。,京都市右京区太秦蜂岡町17,JR嵯峨野線「太秦」駅下車、徒歩8分嵐電「太秦」駅下車、徒歩8分嵐電「常盤」駅下車、徒歩3分京都バス61～63「常盤仲之町」下車、徒歩5分,-,-,075-861-1861,-,京都市右京区
法厳寺,本山修験宗の寺院で、音羽山の主峰・牛尾山の中腹に位置し、「牛尾観音」の通称で知られる。宝亀9年（778）、清水寺を開いた延鎮上人が創建したと伝わり、清水寺の奥の院とされてきた。本尊は十一面千手観音で、観音像の下に湧く霊水は金生水と呼ばれる。古くは山岳信仰の地として栄え、今も渓流沿いの参道を登る行者やハイカーが訪れる静寂の山寺である。,京都市山科区音羽南谷町1,京阪バス21「小山」下車、徒歩約40分,-,-,075-581-1586,https://www.hougonji.info/,京都市山科区
芳春院,大徳寺塔頭で、慶長13年（1608）、前田利家の夫人・まつ（芳春院）が、玉室宗珀を開山に迎えて建てた前田家の菩提寺。境内には芳春院尼や前田利長・利常ら前田家の霊屋、近衛家の墓がある。客殿の背後には、楼閣「呑湖閣」を中心とした市内でも珍しい楼閣山水庭園が広がる。大燈国師墨蹟などの寺宝を伝える。通常非公開。,京都市北区紫野大徳寺町55,-,-,-,075-492-6010,-,京都市北区
法蔵寺,黄檗宗系の寺院。もと二条家の山屋敷だった地を、江戸の絵師・尾形光琳の弟で陶工の尾形乾山が譲り受け、「乾山焼」の窯を築いた所として知られる。のち享保16年（1731）、近衛家煕（予楽院）の援助を得て、僧・百拙元養が寺として開いた。鳴滝の地に建ち、芸術ゆかりの由緒を今に伝えている。,京都市右京区鳴滝泉谷町19,JR嵯峨野線「花園」駅下車、タクシーで約7分京福北野線「宇多野」駅下車、徒歩約7分市バス10・59・26「福王子」下車、徒歩7分,9：00～16：00,-,075-463-4159,http://hozo-ji.sakura.ne.jp/,京都市右京区
本願寺山科別院,浄土真宗本願寺派（西本願寺）の別院。文明10年（1478）、本願寺中興の祖・蓮如上人が、近江の門徒・金森道西の願いを受けてこの地に坊舎を建てたのが、山科本願寺の始まりとされる。山科本願寺はやがて寺内町を擁する一大拠点へと発展したが、天文の法難で焼失。後にその旧地に近いこの地へ別院が営まれ、蓮如ゆかりの聖地として法灯を今に伝えている。,京都市山科区東野狐薮町2,地下鉄東西線「東野」駅下車、2番出口徒歩5分京阪バス22・22A・24他「山階校前」下車、徒歩5分,-,-,075-581-0924,-,京都市山科区
広宣流布山本願満足寺,日蓮宗の本山で、「本満寺」と通称される。応永17年（1410）、関白・近衛道嗣の子である玉洞妙院日秀が、朝廷から敷地を賜って今出川新町に創建した。天文法華の乱の後、近衛尚通の援助で天文8年（1539）に現在地へ移った。徳川氏や山中鹿之介ゆかりの寺で、樹齢百年を超える見事な枝垂桜は花の名所として名高い。,京都市上京区寺町通今出川上る2丁目鶴山町16,京阪電車「出町柳」駅下車、徒歩12分地下鉄烏丸線「今出川」駅下車、徒歩15分,10：00～16：00,無し,075-231-4784,-,京都市上京区
朱雀松尾總神社,松尾大社の祭神を祀る神社で、松尾祭の還幸祭において、神輿が巡幸の途中に立ち寄る社として知られる。地域の人々に守られてきた松尾信仰ゆかりの小社である。,京都市下京区朱雀裏畑町40,JR嵯峨野線「丹波口」駅下車、徒歩15分,-,-,-,-,京都市下京区
松尾大社西七条御旅所,松尾大社の祭神・松尾大神を祀る御旅所で、松尾祭の神輿が渡御の間とどまる場所。平安時代末期の史料にすでに記され、創建の詳細は不明ながら古い由緒をもつ。江戸時代には二百余石の朱印地が与えられていたという。かつて西七条にあった三カ所の御旅所が、明治以降この地に統合され今に至る。,京都市下京区西七条南中野町81,-,-,-,-,-,京都市下京区
満足稲荷神社,倉稲魂命を祀る神社。文禄年間（1592〜96）、豊臣秀吉が伏見城の守護神として伏見稲荷大社の祭神を勧請したのが始まりと伝わる。元禄6年（1693）に現在地へ遷座した。社名の「満足」は、秀吉が祭神の加護に大いに満足したことに由来するとされ、開運・出世の信仰を集める。なでると健康に恵まれるという「岩神」でも知られる。,京都市左京区東大路仁王門下る東門前町527-1,地下鉄東西線「東山」駅下車、徒歩3分,9：00～17：00,-,075-771-3035,http://manzokuinari.com,京都市左京区
水薬師寺,真言宗の単立寺院で、山号は塩通山、医王院と号す。洛陽十二薬師の一つに数えられる。延喜2年（902）、大池の中から薬師如来が出現したため、醍醐天皇が理源大師に命じて本尊として寺を開かせたと伝わる。元弘の兵乱で衰えたが、寛政年間に再興された。霊水にちなむ「水薬師」の名で、病気平癒の信仰を集めてきた。,京都市下京区西七条石井町54,最寄りバス停七条御前七条御前下がる信号ふたつ目西入。七条幼稚園内に有り。,10時から16時,土、日は前もって電話連絡くださるとありがたいです。不在の場合有り。,075-313-0216,-,京都市下京区
妙順寺,浄土真宗本願寺派の寺院。慶長18年（1613）にこの地へ移ったと伝わり、開基は近江源氏の末流という二代目・山崎源太左衛門（釋照順）。境内の「釣殿井」は、安徳天皇の産湯に用いられたという井戸と伝えられている。静かに法灯を伝える西本願寺派の寺である。,京都市東山区大和大路通五条上る山崎町365,京阪「清水五条」駅下車、徒歩7分,-,-,-,-,京都市東山区
宗像神社,京都御苑内に鎮座する神社で、宗像三女神（多紀理比売命・多岐津比売命・市岐嶋比売命）を主祭神とする。延暦14年（795）、藤原氏の祖・藤原冬嗣が桓武天皇の許しを得て、平安京の東西の市の守護神として筑前の宗像神社を勧請したのが起こりと伝わる。のち冬嗣の邸宅「小一条第」に移されたとされる。,京都市上京区京都御苑9,地下鉄烏丸線「丸太町」駅下車、徒歩5分市バス「烏丸丸太町」下車、徒歩5分,-,-,075-231-6080,-,京都市上京区
薬師寺,平安初期の弘仁9年（818）、世に広がる疫病を憂えた嵯峨天皇が、空海に薬師如来の彫刻を命じて造らせたのが本尊の薬師如来坐像と伝わる。嵯峨天皇の勅願寺として大覚寺に属していたが、明治以降は浄土宗知恩院派となった。清凉寺（嵯峨釈迦堂）の境内に建ち、病気平癒の信仰を集める。,京都市右京区嵯峨釈迦堂藤ノ木町46,京都バス61・62・71・72・81「嵯峨釈迦堂前」下車、徒歩5分,10：00～15：00,-,075-861-2868,http://yotsuba.saiin.net/~saga/yakusiji/,京都市右京区
八坂神社大政所御旅所,八坂神社のかつての御旅所で、祇園祭の神輿が渡御した地。現在は小祠が残るのみ。天延2年（974）、東洞院高辻に住んだ秦助正の夢に神人が現れ、「汝の家を神の影向の地とせよ」と告げ、翌朝庭の塚から蜘蛛の糸が八坂神社まで延びていたという故事に由来すると伝わる。祇園信仰の古い由緒を今に伝えている。,京都市下京区大政所町,地下鉄烏丸線「四条」駅下車、徒歩3分阪急京都線「烏丸」駅下車、徒歩6分,-,-,-,http://www.yasaka-jinja.or.jp/,京都市下京区
八坂神社御旅所,八坂神社の御旅所で、祇園祭の中心となる地。古くは大政所・少将井の二カ所があったが、天正19年（1591）に豊臣秀吉の命で四条京極の一カ所に移された。明治45年（1912）の四条通拡幅にともない現在の姿となった。毎年7月17日の神幸祭から24日の還幸祭まで、三基の神輿がここに安置され、祇園祭の賑わいの舞台となる。,京都市下京区四条通寺町東入南側貞安前之町,地下鉄烏丸線「四条」駅下車、徒歩10分阪急京都線「京都河原町」駅下車、徒歩2分,-,-,-,-,京都市下京区
本山・立本寺,日蓮宗の本山で、具足山と号する。元亨元年（1321）、日像が京都最初の弘通の道場として四条大宮に開いた妙顕寺龍華院を起源とする。比叡山の衆徒に破却されたのち立本寺として再興され、後水尾天皇から客殿を賜るほどの名刹となった。たびたびの移転を経て、宝永の大火の後に現在の七本松の地へ移った。,京都市上京区七本松通仁和寺街道上る一番町107,市バス「千本中立売」下車,9：00～16：30,なし,075-461-6516,-,京都市上京区
龍吟庵,東福寺の塔頭で、正応4年（1291）、東福寺三世で南禅寺開山でもある大明国師・無関普門の住房跡に建つ。本尊は宝冠釈迦如来。方丈（国宝）は現存最古の方丈建築とされ、室町初期の住宅風の趣を伝える。これを囲む枯山水庭園は、昭和の作庭家・重森三玲の手による。通常非公開で、特別公開時のみ拝観できる。,京都市東山区本町15-812,京阪本線「東福寺」駅下車、徒歩10分JR奈良線「東福寺」駅下車、徒歩10分,-,-,075-561-0087,-,京都市東山区
隣華院,妙心寺の塔頭。慶長4年（1599）、賤ヶ岳の七本槍で知られる脇坂安治が、南化玄興を開山に迎えて創建した。長谷川等伯筆の「山水図襖」（重文）や、狩野永岳筆の「西園雅集図襖」、豊臣秀吉の愛児・棄丸(すてまる)の像（重文）などを所蔵することで知られる。通常は非公開で、特別公開時のみ拝観できる。,京都市右京区花園妙心寺町47,市バス「妙心寺北門前」下車、徒歩1分京福北野線「妙心寺」駅下車、徒歩3分JR嵯峨野線「花園」駅下車、徒歩15分,-,-,075-462-9042,http://www.rinkain.com/,京都市右京区
麟祥院,妙心寺の塔頭で、本坊の北方に建つ。寛永11年（1634）、三代将軍・徳川家光が、自らの乳母であった春日局を開基として創建した。春日局は、明智光秀の家臣・斎藤利三の娘・お福。方丈には、海北友雪筆の水墨「雲龍図」の襖絵が残る。家光・春日局ゆかりの寺として知られ、通常は非公開で特別公開時のみ拝観できる。,京都市右京区花園妙心寺町49,京福北野線「妙心寺」駅下車、徒歩10分,-,-,075-463-6563,-,京都市右京区
蓮光寺,浄土宗の寺院で、山号は負別山。明応元年（1492）、真盛上人が高野山の苅萱堂にならって新町高辻に創建したと伝わり、当初は天台宗で「萱堂」と号した。のち光順上人が浄土宗に改めた。本尊は快慶作と伝える「負別阿弥陀如来」。地蔵堂には平家ゆかりと伝わる「駒止地蔵」を祀ることで知られる。,京都市下京区富小路通六条上る本塩竃町534,地下鉄烏丸線「五条」駅下車、徒歩5分市バス「河原町正面」下車、徒歩3分,-,-,075-351-3066,-,京都市下京区
小野毛人墓,京都市指定史跡で、崇道神社の裏山にある飛鳥時代の墳墓。遣隋使・小野妹子の子で、官人だった小野毛人の墓と伝わる。慶長18年（1613）、ここから被葬者の名を刻んだ金銅製の墓誌（国宝）が発見されたことで知られる。現在は、東洋史家・内藤湖南が碑文を撰した大正期の墓碑が立つ。古代の小野氏ゆかりの史跡である。,左京区上高野西明寺山34（崇道神社裏山の中腹）,○京都バス17京都駅前から上橋徒歩約15分○京都バス19国際会館駅前から上橋徒歩約15分○叡電叡山本線三宅八幡駅徒歩約20分,-,-,-,-,京都市左京区
六條道場紫苔山河原院歓喜光寺,時宗六条派の本寺で、「六条道場」とも呼ばれる。正応4年（1291）、一遍上人の高弟（実弟ともいわれる）聖戒が八幡の地に善導寺として開いたのが始まり。正安元年（1299）、九条忠教の庇護を得て六条河原の源融の旧邸跡へ移り、歓喜光寺と改めた。その後たびたび移転を重ね、昭和50年に山科の現在地へ移った。かつて国宝「一遍聖絵」を所蔵したことでも知られる。,京都市山科区大宅奥山田10,地下鉄東西線「小野」駅下車、徒歩20分京阪バス「大宅（大宅車庫）」下車、徒歩10分,9：00～16：30,特に定めていません。電話にてご確認下さい。,-,-,京都市山科区
山國神社,京北に鎮座する古社。平安遷都にあたり、御所造営の木材をこの山国の郷から徴したことから、一帯が御料地「御杣御料」と定められ、宝亀年間（770〜780）に本殿が建てられたと伝わる。明治維新の際、官軍として戦った農兵隊「山国隊」が出陣を誓った社としても知られる。木材・林業の地の鎮守として信仰されてきた。,京都市右京区京北鳥居町宮ノ元1,ＪＲ西日本バス高雄・京北線「周山」乗換、京北ふるさとバス「鳥居」下車,-,-,-,-,京都市右京区
福徳寺,京北の下中にある寺院。本尊の薬師如来や、持国天・増長天をはじめとする仏像群（京都市指定文化財）を、収蔵庫に大切に伝える。境内には見事な枝垂桜が咲き、蓮池が広がる。観音堂には壁画が残る。山里の静かな環境のなかに、古い仏像と季節の花を伝える寺として親しまれている。,京都市右京区京北下中町寺ノ下15,ＪＲ西日本バス高雄・京北線「周山」乗換、京北ふるさとバス「下中」下車,-,-,075-854-0971,-,京都市右京区
青蓮院将軍塚青龍殿,天台宗・青蓮院門跡の飛地境内で、東山の山頂に位置する。桓武天皇が平安遷都の際、都の鎮護を願って将軍像を埋めたと伝わる将軍塚が残り、桜や紅葉の名所となっている。「青龍殿」は、大正天皇の即位を記念して北野天満宮の南に建てられた建物を平成26年に移築したもので、奥殿には日本三大不動の一つ「青不動（国宝）」を安置。市街を一望する大舞台からの眺めは圧巻である。,京都市山科区厨子奥花鳥町28,自家用車、タクシーで東山ドライブウェイ頂上バス土、日、祝京阪バス徒歩東山トレイルで青蓮院から約30分,9：00～17：00（拝観受付16：30まで）※春・秋ライトアップ有り,無し,075-771-0390,http://www.shogunzuka.com/,京都市山科区
宇治神社,宇治川の東岸に建つ古社で、応神天皇の皇子・菟道稚郎子命（うじのわきいらつこのみこと）を祭神とする。学問に通じた皇子にちなみ、学業成就や受験・就職の合格祈願に訪れる人が多い。祭神が宇治へ向かう途中で道に迷った際、一羽の兎が振り返りながら道案内をしたという伝承から、うさぎを神使「みかえり兎」とし、うさぎの絵馬やおみくじが人気を集める。隣接する宇治上神社とは古くは二社一体で、鎌倉時代後期建立の三間社流造の本殿（重文）が残る。,京都府宇治市宇治山田1,京阪宇治線「宇治」駅下車、徒歩約9分／JR奈良線「宇治」駅下車、徒歩約15分,境内自由（ご祈祷・授与所は9：00～16：00）,無休,0774-21-3041,-,宇治市
宇治上神社,宇治川を挟んで平等院の対岸に鎮座する古社で、応神天皇・仁徳天皇・菟道稚郎子（うじのわきいらつこ）を祭神とする。創建年代は不詳だが、平安時代には隣の宇治神社と一体で平等院の鎮守社として崇敬された。平安時代後期に建てられた本殿は現存する日本最古の神社建築とされ、鎌倉時代の寝殿造風の優美な拝殿とともに国宝に指定されている。1994年に世界遺産「古都京都の文化財」の一つに登録された。境内には宇治七名水で唯一現存する湧き水「桐原水」が今も湧いている。,京都府宇治市宇治山田59,京阪宇治線「宇治」駅下車、徒歩約10分／JR奈良線「宇治」駅下車、徒歩約20分,9：00～16：30,無休,0774-21-4634,https://ujikamijinja.amebaownd.com,宇治市
北野天満宮,菅原道真を祀る、全国約1万2千社の天満宮・天神社の総本社で、「北野の天神さん」と親しまれる。天暦元年（947）、道真の託宣を受けて北野の地に社殿を建てたのが始まり。学問・芸能の神として、今も多くの受験生が参拝に訪れる。豊臣秀頼が造営した八棟造の国宝・本殿で名高い。約1500本の梅と紅葉の名所で、毎月25日の天神市でもにぎわう。,京都市上京区馬喰町,市バス「北野天満宮前」下車すぐ嵐電（京福電車）「北野白梅町」駅下車徒歩約5分,5:00～18:00（10～3月は5:30～17:30）※社務所・授与所9:00～17:00,無休,075-461-0005,http://kitanotenmangu.or.jp/,京都市上京区
三千院,天台宗の門跡寺院で、京都五箇室門跡の一つ。伝教大師最澄が比叡山に開いた草庵を起こりとし、各地を移って明治期に大原の現在地へ落ち着いた。「大原三千院」として親しまれる。国宝の阿弥陀三尊像を安置する往生極楽院や、苔の庭に佇むわらべ地蔵が愛らしい。有清園・聚碧園の二つの庭園と、初夏の紫陽花、秋の紅葉の名所として名高い。,京都市左京区大原来迎院町540,京都バス「大原」下車徒歩約10分,9:00～17:00（11月8:30～17:00、12～2月9:00～16:30）,無休,075-744-2531,https://www.sanzenin.or.jp/,京都市左京区
毘沙門堂,天台宗の門跡寺院で、山科の山あいに建つ。大宝3年（703）に行基が開いた出雲寺を起こりと伝え、たびたびの移転ののち、江戸初期に天台僧・天海とその弟子公海が現在地に再興した。本尊は毘沙門天。見る角度で表情が変わる逆遠近法の襖絵や天井龍で知られる。参道の石段に紅葉が散り敷く「敷きもみじ」の名所として名高い。,京都市山科区安朱稲荷山町18,JR・地下鉄東西線「山科」駅、京阪「京阪山科」駅から徒歩約20分,9:00～17:00（受付16:30）※12～2月は～16:30（受付16:00）,無休,075-581-0328,https://www.bishamon.or.jp/,京都市山科区
御金神社,金属・鉱物を司る金山毘古命を主祭神とし、天照大神・月読命を祀る神社。もと個人宅の邸内社だったが、参拝者が絶えず、明治16年に社殿が建てられた。金色に輝く鳥居が目印で、金運・商売繁盛・資産形成の神として全国から信仰を集める。福包み守りや小判のお守りが人気。24時間参拝でき、夜はライトアップされた鳥居が幻想的に浮かぶ。,京都市中京区西洞院通御池上ル押西洞院町614,地下鉄烏丸線・東西線「烏丸御池」駅下車徒歩約5分,参拝自由（社務所・授与所10:00～16:00）,無休,-,-,京都市中京区
八坂庚申堂（金剛寺）,天台宗の寺院で、正式には大黒山金剛寺庚申堂という。本尊は青面金剛で、大阪・四天王寺、東京・浅草寺と並ぶ日本三庚申の一つ。庚申信仰発祥の地として知られる。「八坂の庚申さん」と親しまれ、欲を戒める「くくり猿」のお守りで名高い。願いごとに合わせて欲を一つ我慢し、本尊に奉納すると叶うとされる。色とりどりのくくり猿が境内を彩る。,京都市東山区金園町390,市バス「東山安井」下車徒歩約6分京阪「祇園四条」駅下車徒歩約10分,9:00～17:00,無休,075-541-2565,-,京都市東山区
本能寺,法華宗本門流の大本山。応永22年（1415）、日隆上人が創建した。天正10年（1582）、織田信長が明智光秀の謀反に倒れた「本能寺の変」の舞台として名高い。当時の寺地は堀川四条あたりにあり、変で焼失したのち、豊臣秀吉の都市改造により現在の寺町御池の地へ移された。境内には信長の供養塔が立ち、宝物館に信長ゆかりの品を伝える。,京都市中京区下本能寺前町522,地下鉄東西線「京都市役所前」駅下車すぐ,6:00～17:00（境内）／大寶殿宝物館9:00～17:00（受付16:30）,無休（宝物館は不定休・年末年始等）,-,-,京都市中京区
瑠璃光院,八瀬の山あいにある寺院で、無量寿山光明寺と号する。もとは別荘だった地で、近代に寺院として整えられた。書院の磨き上げた黒い机や床板に、庭の青もみじや紅葉が鏡のように映り込む「床もみじ」で全国に名高い。例年、春の新緑と秋の紅葉の時期にのみ特別公開される。「瑠璃の庭」など三つの庭と、八瀬かまぶろの遺構を伝える。,京都市左京区上高野東山55,叡山電鉄「八瀬比叡山口」駅下車徒歩約5分,10:00～17:00（春・夏・秋の特別拝観期間のみ）,特別拝観期間以外は非公開,075-781-4001,https://rurikoin.komyoji.com/,京都市左京区
実相院,岩倉にある単立の門跡寺院で、もと天台宗寺門派に属した。寛喜元年（1229）、静基僧正の開基と伝わる。皇室や摂関家とゆかりが深く、御所から移した建物や狩野派の襖絵を伝える。磨き込まれた黒い床板に、新緑や紅葉が映り込む「床みどり」「床もみじ」で名高い。撮影は禁じられ、心に焼き付ける美として、四季を映す庭とともに親しまれる。,京都市左京区岩倉上蔵町121,京都バス「岩倉実相院」下車すぐ,9:00～17:00,不定休,-,https://www.jissoin.com/,京都市左京区
地主神社,清水寺の本堂のすぐ北に鎮座する、縁結びの神として名高い神社。大国主命を主祭神とする。創建は神代にさかのぼると伝わる古社で、清水寺の鎮守社として歩んできた。本殿前にある二つの「恋占いの石」は、目を閉じて一方から他方へたどり着ければ恋が叶うとされ、若い参拝者に人気。現在は社殿の修復工事のため、長期にわたり閉鎖されている。,京都市東山区清水一丁目317,市バス「五条坂」「清水道」下車徒歩約10分（清水寺境内）,社殿修復工事のため当面の間 閉門中,-,-,-,京都市東山区
首途八幡宮,応神天皇らを祀る八幡宮で、もと「内野八幡宮」と称した。この地はかつて奥州への金売り吉次の屋敷があったと伝わり、源義経（牛若丸）が奥州平泉へ旅立つ際、道中の安全をここで祈願したという。「首途（かどで）」は門出・出発を意味し、旅立ち・旅行安全の守護神として信仰を集める。新たな門出を願う人々が、開運を求めて参拝に訪れる。,京都市上京区智恵光院通今出川上ル桜井町,市バス「今出川大宮」下車徒歩約5分,参拝自由,-,-,-,京都市上京区
矢田寺（矢田地蔵尊）,西山浄土宗の寺院で、山号は金剛山。平安初め、大和国（奈良）の矢田寺の別院として創建され、たびたびの移転を経て天正7年（1579）に寺町三条の現在地へ移った。本尊の地蔵菩薩は、開山の満慶上人が冥土で見た、地獄の亡者を救う姿を刻んだものと伝わる。本堂の梵鐘は、六道珍皇寺の「迎え鐘」に対する「送り鐘」として、盆の精霊送りで名高い。,京都市中京区寺町通三条上ル天性寺前町,地下鉄烏丸線「四条」・阪急「京都河原町」駅、京阪「三条」駅から徒歩約5～10分（寺町三条）,8:00～19:00頃,無休,-,-,京都市中京区
染殿院,四条の繁華街、新京極の商店のあいだに建つ寺院で、「染殿地蔵」として親しまれる。本尊の地蔵菩薩は空海の作と伝わり、安産の地蔵として信仰を集める。文徳天皇の后・染殿皇后（藤原明子）が世継ぎを願って祈ったところ、のちの清和天皇を授かったという伝説に由来する。寺名もこの皇后にちなむ。賑わう商店街の奥に静かにたたずむ。,京都市中京区新京極通四条上ル中之町562,阪急「京都河原町」駅下車徒歩約3分（新京極通四条上ル）,-,-,-,-,京都市中京区
萬福寺,黄檗宗の大本山で、山号は黄檗山。日本三禅宗の一つ。寛文元年（1661）、明から渡来した僧・隠元隆琦が、後水尾法皇や徳川幕府の崇敬を受けて宇治に開いた。伽藍・仏像・読経・精進料理まで中国明朝様式を色濃く伝え、異国情緒にあふれる。中国風の精進料理「普茶料理」や、隠元豆・煎茶・木魚をもたらした寺としても知られる。法堂・大雄宝殿などが国宝。,京都府宇治市五ヶ庄三番割34,JR奈良線・京阪宇治線「黄檗」駅下車徒歩約5分,9:00～17:00（受付16:30）,無休,0774-32-3900,https://www.obakusan.or.jp/,宇治市
興聖寺,曹洞宗の寺院で、宗祖・道元禅師が日本で初めて開いた本格的な禅の道場をルーツとする。道元が深草に結んだ興聖宝林禅寺が起こりで、のち荒廃したが、慶安元年（1648）、淀城主・永井尚政が宇治のこの地に再興した。宇治川のほとりから山門へ続く参道「琴坂」は、せせらぎに沿って紅葉や青もみじが彩るトンネルとして名高い紅葉の名所である。,京都府宇治市宇治山田27-1,JR「宇治」駅徒歩約20分京阪「宇治」駅徒歩約15分,9:00～16:30（受付。境内は夜明け～日没）,正月三が日・9月28日・12月1～4日ほか法要日,0774-21-2040,https://www.koushouji.info/,宇治市
縣神社,木花開耶姫命を主祭神とする神社で、安産・縁結びの神として信仰される。平等院の鎮守として古くから歩んできたと伝わる。毎年6月5日深夜から6日にかけて行われる例祭「縣祭（あがたまつり）」は、町じゅうの灯りを消した漆黒の闇のなかを「梵天」と呼ばれる神輿が渡御する「暗夜の奇祭」として名高く、多くの参拝者や露店でにぎわう。,京都府宇治市宇治蓮華72,JR・京阪「宇治」駅下車徒歩約10分,参拝自由,-,-,-,宇治市
恵心院,真言宗智山派の寺院。弘仁年間に空海が開いたと伝わり、のち平安中期の高僧で『往生要集』を著した恵心僧都源信が再興した。寺名も源信の号にちなむ。源信は日本の浄土信仰の礎を築いた人物として知られる。四季を通じてさまざまな花が咲き継ぐことから「花の寺」と呼ばれ、宇治川のほとりに静かにたたずむ。,京都府宇治市宇治山田67,京阪「宇治」駅下車徒歩約10分,-,-,0774-21-3942,-,宇治市
放生院（橋寺）,真言律宗の寺院で、「橋寺」の通称で知られる。推古天皇の御代、聖徳太子の命を受けた秦河勝が創建したと伝わる。宇治川に架けられた宇治橋の守護・管理を担ったことから橋寺と呼ばれた。境内には、宇治橋の由来を刻んだ日本最古級の石碑「宇治橋断碑」（重文）が残る。本尊の地蔵菩薩は「橋かけ地蔵」として信仰を集める。,京都府宇治市宇治東内11,京阪「宇治」駅下車徒歩約5分,-,-,-,-,宇治市
石清水八幡宮,男山の山上に鎮座する神社で、「やわたのはちまんさん」と親しまれる。宇佐・筥崎（または鶴岡）とともに日本三大八幡宮の一つ。貞観元年（859）、大安寺の僧・行教が宇佐八幡の神託を受け、八幡大神を男山に勧請したのが起こり。平安京の裏鬼門を守る王城鎮護の社として、伊勢神宮に次ぐ国家第二の宗廟とされた。源氏の氏神・厄除けの神として名高く、八幡造の本社十棟は国宝。,京都府八幡市八幡高坊30,京阪「石清水八幡宮」駅から参道ケーブル「ケーブル八幡宮山上」駅下車徒歩約5分,6:00～18:00（季節により変動）,無休,075-981-3001,https://iwashimizu.or.jp/,八幡市
飛行神社,「日本の航空機の父」と称される二宮忠八が、大正4年（1915）に自邸内に創建した神社。忠八はライト兄弟に先立って飛行原理を着想し、「飛行器」を考案した人物として知られる。航空事故の犠牲者を慰霊し、航空安全・交通安全を祈願する社として、航空・宇宙関係者の信仰を集める。ギリシャ神殿風の拝殿や、ジェットエンジンの展示でも知られる。,京都府八幡市八幡土井44,京阪「石清水八幡宮」駅下車徒歩約5分,参拝自由（資料館9:00～16:30）,無休（資料館は不定休）,-,-,八幡市
宝積寺（宝寺）,真言宗智山派の寺院で、「宝寺」の名で親しまれる。神亀元年（724）、聖武天皇の勅願により行基が開いたと伝わる。聖武天皇が夢で竜神から授かったという「打出」と「小槌」を祀ることから宝寺と呼ばれ、金運・福徳の信仰を集める。重文の三重塔は、山崎の合戦の際に本陣を置いた羽柴秀吉が一夜で建てたと伝わる。閻魔王坐像など多くの寺宝を伝える。,京都府乙訓郡大山崎町銭原1,JR京都線「山崎」駅・阪急京都線「大山崎」駅から徒歩約15分,9:00～16:00,無休（法要時は拝観中止）,075-956-0047,https://takaradera.net/,乙訓郡大山崎町
離宮八幡宮,嵯峨天皇の離宮「河陽離宮」の跡地に鎮座する神社で、社名もこれに由来する。貞観年間、石清水八幡宮を勧請する際に最初に神霊を奉安した地と伝わり、「石清水」発祥の地ともされる。平安期、神官が「長木」という搾油器を発明して荏胡麻油の製造を始めたことから、日本の製油発祥の地・油の神様として知られ、今も油業者の信仰を集める。,京都府乙訓郡大山崎町大山崎西谷21-1,JR京都線「山崎」駅・阪急京都線「大山崎」駅から徒歩約1分,参拝自由（社務所9:00～17:00）,無休,075-956-0218,-,乙訓郡大山崎町
長岡天満宮,菅原道真を祀る神社。この地は、道真が在原業平らと詩歌を楽しんだ縁の地とされ、大宰府へ左遷される際に名残を惜しんで自作の木像を残したことから、これを祀って創建されたと伝わる。学問の神として信仰を集める。桂離宮を造った八条宮智忠親王が築いた八条ヶ池が広がり、池の中堤を彩る樹齢約170年のキリシマツツジの真紅の回廊で名高い。,京都府長岡京市天神2-15-13,阪急「長岡天神」駅徒歩約10分JR「長岡京」駅徒歩約20分,9:00～17:00（社務所・授与所）※境内参拝自由,無休,075-951-1025,https://nagaokatenmangu.or.jp/,長岡京市
光明寺,西山浄土宗の総本山で、法然上人が初めて念仏の教えを説いた「立教開宗の地」とされる。建久9年（1198）、一ノ谷の合戦で平敦盛を討った悔恨から出家した熊谷次郎直実（蓮生法師）が、法然を開山に迎えて念仏三昧院を建てたのが始まり。法然の遺骨を納める御本廟が建つ。回廊で結ばれた御影堂と阿弥陀堂や、晩秋に参道を染める「もみじ参道」で名高い。,京都府長岡京市粟生西条ノ内26-1,阪急「長岡天神」駅・JR「長岡京」駅から阪急バス「旭が丘ホーム前」下車徒歩約2分,9:00～16:00（紅葉期は～16:30）,無休,075-955-0002,https://komyo-ji.or.jp/,長岡京市
楊谷寺（柳谷観音）,西山浄土宗の寺院で、「柳谷観音」の名で親しまれる。大同元年（806）、清水寺を開いた延鎮僧都が創建したと伝わる。本尊は十一面千手観音。境内に湧く霊水「独鈷水（おこうずい）」は、空海が祈祷したと伝わり、古来、眼病平癒に霊験あらたかとされる。あじさいの名所で、花を浮かべた色とりどりの「花手水」発祥の寺としても人気を集める。,京都府長岡京市浄土谷堂ノ谷2,阪急「西山天王山」駅・JR「長岡京」駅からタクシー約10分（毎月17日の縁日にはバス運行）,9:00～17:00（受付16:30）,無休,075-956-0017,https://yanagidani.jp/,長岡京市
